logFC	logCPM	LR	PValue	FDR
PA14_06400igr	-7.76145385734085	0.759209337721174	21.7668410542555	3.07875390330442e-06	0.013304720289046
PA14_30910igr	-7.88281290213654	1.4125322019608	21.3338685566564	3.85853902835014e-06	0.013304720289046
PA14_20390	-5.51031784783702	2.71066944365956	20.5325813496158	5.86248317328707e-06	0.013304720289046
PA14_63330igr	-7.62358598530075	1.43653464330108	20.2888545112245	6.65873447690435e-06	0.013304720289046
PA14_51610igr	-8.11379320351412	1.93192518919231	20.2075698310312	6.94774594727592e-06	0.013304720289046
PA14_42570	-5.076013916004	2.77441943372123	20.0036840084845	7.7293107798486e-06	0.013304720289046
PA14_34320	-3.60418804017107	3.17692875811763	17.7278948236213	2.54861773613776e-05	0.0368045148932001
PA14_10400	-7.77211914256987	1.39345931945442	17.3258482826603	3.14874579194497e-05	0.0368045148932001
PA14_23130igr	-3.82798139386625	2.43628341026235	17.290888778915	3.20720985707592e-05	0.0368045148932001
PA14_55390	-5.66501553516648	2.55329520790745	17.0001721260044	3.73764298882901e-05	0.0375168822689235
PA14_19570	-3.0453381216093	2.55733177377485	16.671716990774	4.4438622030395e-05	0.0375168822689235
PA14_48970	-4.67698926397454	2.11274542045533	16.6278277212401	4.54788343531715e-05	0.0375168822689235
PA14_39000	-3.13772087346755	4.11640338811299	16.5564524005535	4.72230315158797e-05	0.0375168822689235
PA14_20420	-4.35438586061426	2.34492101013498	16.1979778811547	5.70549867592778e-05	0.0407692366601944
PA14_64550	-4.55790162016844	2.56445636851947	15.8487552099071	6.86116546824839e-05	0.0407692366601944
PA14_37900igr	-4.28392899275713	2.14492859297371	15.8413733300862	6.88798297047821e-05	0.0407692366601944
PA14_26730	-2.87747502429559	3.40103762841141	15.5503340192359	8.03374527783278e-05	0.0407692366601944
PA14_49700igr	-3.95654088870354	2.00470929361006	15.5004605236122	8.24851555308619e-05	0.0407692366601944
PA14_56690	-4.75237701388532	1.66430300019226	15.3938650591289	8.72711738120218e-05	0.0407692366601944
PA14_61430igr	-7.10842805698129	0.787761860663703	15.3466280006947	8.94804876034498e-05	0.0407692366601944
PA14_64700	-4.76517264345484	2.10953339820838	15.2193452486418	9.57178495723731e-05	0.0407692366601944
PA14_34280	-3.70841130936591	2.72019217995289	15.1984707522196	9.67817645003888e-05	0.0407692366601944
PA14_39590igr	-4.59795984170343	1.45133267264141	15.1983789390208	9.6786470153106e-05	0.0407692366601944
PA14_37880	-2.25097102762707	3.81718900899228	15.1817534543404	9.76423740713084e-05	0.0407692366601944
PA14_52870	-4.22047215269996	2.71303871549839	15.1616753433884	9.86861847893938e-05	0.0407692366601944
PA14_46630	-4.32043232540708	2.78269044538183	15.0061609688296	0.000107160754602184	0.0418191792838
PA14_36080	-2.954212718545	3.57031608929621	14.9258543521802	0.000111819989503033	0.0418191792838
PA14_06450	-2.49387235389581	3.57334584298996	14.8158444923337	0.000118535402390463	0.0418191792838
PA14_54070igr	-4.78194365090037	1.48252286898714	14.7119033804475	0.000125253076576029	0.0418191792838
PA14_38190igr	-3.43441080632866	3.42134503293316	14.6954563631467	0.000126350620947497	0.0418191792838
PA14_63650igr	3.0065241577114	3.5594137772807	14.6660235897662	0.000128338956168223	0.0418191792838
PA14_39080igr	-7.47915319039708	1.05992360658987	14.6480091946706	0.000129571430778621	0.0418191792838
PA14_15240	-4.32368749045609	2.55129953191524	14.4498374397274	0.000143942279649212	0.0450495716429413
PA14_38190	-3.97800177022465	2.87384428323268	14.3331518022482	0.000153144067459379	0.0465197626094253
PA14_64560igr	-7.11802169180411	0.952611850150758	14.1681689152429	0.000167174857346726	0.0488097969817542
PA14_29230igr	-4.31053968803102	2.67340041906179	14.0906890531607	0.000174203985940116	0.0488097969817542
PA14_18480	-3.36403946363478	3.25929776448441	14.0620580235425	0.000176876132384509	0.0488097969817542
PA14_19500	-3.69318408938416	3.0410241105371	14.0334561662542	0.000179586782078491	0.0488097969817542
PA14_07590	-2.13836132795906	3.29999854175963	13.9701749745573	0.000185733706873377	0.0488135308212123
PA14_31080	-4.72375222011349	1.54896996120514	13.9368734293224	0.000189053179013216	0.0488135308212123
PA14_02310igr	-7.11919069134319	0.437176375599094	13.6346298804279	0.000222051632615819	0.0541140854037523
PA14_37910	-2.74533425165709	2.89399130428735	13.5489189627138	0.000232425256082478	0.0541140854037523
PA14_39500	-3.04957767579862	2.33170814971755	13.4791317099417	0.000241231407379511	0.0541140854037523
PA14_36740	-2.03782604345039	4.13263423981837	13.4740732429861	0.00024188263357819	0.0541140854037523
PA14_18110	-1.97328858078263	3.71729972629385	13.4592592096838	0.000243799999813228	0.0541140854037523
PA14_50590igr	-4.48124854736811	0.711193822530966	13.4408010386782	0.000246210471120993	0.0541140854037523
PA14_20320	-3.21927516814829	3.14440383179257	13.4078660322407	0.000250571311421846	0.0541140854037523
PA14_25810igr	-6.87934489543766	1.23038935915788	13.4009382872671	0.00025149846043572	0.0541140854037523
PA14_34290	-3.14721692737966	3.34513398200883	13.2520339233086	0.000272284273893962	0.0553970155424853
PA14_59680	-4.74601674405201	1.52438502077548	13.2189354639913	0.000277134977348998	0.0553970155424853
PA14_48020igr	-5.44305677006733	1.78146090830066	13.18095335782	0.00028280884467246	0.0553970155424853
PA14_26340	-3.84242660519844	2.00204121434223	13.1468222072834	0.000288007286137813	0.0553970155424853
PA14_21410	-2.82670971784427	3.48723620588036	13.1047429215674	0.00029454909307914	0.0553970155424853
PA14_37820igr	-4.4359485929859	1.32948092759523	13.0992835301572	0.000295408738622547	0.0553970155424853
