logFC	logCPM	LR	PValue	FDR
PA14_55930igr	1.86026439165168	7.07363731477729	9.23729953671056	0.00237134413109352	0.263781532988837
PA14_66880	1.55883450167571	4.41104688654769	9.22232306147283	0.00239081998372666	0.263781532988837
PA14_03900	-1.34923830957278	6.37823730686586	9.19303967942111	0.00242937122911627	0.263781532988837
PA14_23200igr	1.94697908030066	0.983801121185723	9.17486814439019	0.0024536104386499	0.263781532988837
PA14_49070igr	2.70639879831352	0.709624992746925	9.1656178400562	0.00246604364626927	0.263781532988837
PA14_59845igr	2.53243409103117	3.11821975836551	9.15719413919127	0.00247742144654504	0.263781532988837
PA14_40040	1.41319080942998	5.11010824166773	9.13593418611168	0.0025063745263856	0.26414118478072
PA14_08150	2.01167370108003	6.20770500226041	9.08840208811938	0.00257235521603596	0.266691334773738
PA14_40250	1.51171245440443	4.34114912622468	9.06843423352739	0.00260059654897426	0.266691334773738
PA14_67140	-1.22055343633356	4.4634129292617	9.05557313893772	0.00261895295789268	0.266691334773738
PA14_09270	2.13001497604846	4.48390426550523	9.02766338786515	0.00265924181227185	0.266691334773738
PA14_19540igr	2.62540704977015	0.110396924232105	9.02736004375826	0.00265968314114011	0.266691334773738
PA14_45810	-1.39586453360421	5.05252192550294	8.99461362696133	0.00270776517732295	0.268901911071072
PA14_50180igr	-4.71600285566608	-0.269843114011082	8.9042510503262	0.00284507542938639	0.279847038425739
PA14_40050	1.8529040046721	3.60718576091917	8.84633803663768	0.00293677520873991	0.283446970876499
PA14_55920	1.57137481280425	6.22751990438047	8.84142328358474	0.00294469413289946	0.283446970876499
PA14_40060	1.97254308899238	2.33928277893188	8.8294926266993	0.00296400782868531	0.283446970876499
PA14_06500igr	-1.77634414254055	3.23366872494884	8.76014213411684	0.00307885053630518	0.286596840436604
PA14_23630igr	2.19641355347733	0.585804524355414	8.75464957326192	0.00308813706228482	0.286596840436604
PA14_40370igr	2.97393145838945	1.74983349098513	8.75359241754889	0.00308992770747202	0.286596840436604
PA14_07990	1.59029762895994	4.19411428240111	8.74218350217005	0.00310931976231063	0.286596840436604
PA14_01340	1.21246488943726	4.54463863050439	8.69171183365496	0.00319660262787745	0.286596840436604
PA14_45930igr	-1.60657308151138	5.56870373633468	8.67577163000011	0.00322468290465065	0.286596840436604
PA14_48560	1.55538433171434	4.08974269849309	8.66561572258158	0.00324270416916229	0.286596840436604
PA14_39230	1.4134109848984	4.71368991676193	8.64117130460913	0.00328650067366767	0.286596840436604
PA14_09300	1.84156329210328	3.34895143804534	8.62995099584785	0.00330680469394342	0.286596840436604
PA14_50630	-1.13979903012267	4.95551704860759	8.62563976031246	0.00331464007356853	0.286596840436604
PA14_10950igr	4.71066862847822	-0.811371623064942	8.61760770027755	0.00332928816509419	0.286596840436604
PA14_15260igr	3.59344035391676	-0.279938207625222	8.61675496607642	0.00333084715744588	0.286596840436604
PA14_28050igr	3.04750698748689	0.910682432173283	8.60018336825779	0.00336129157986574	0.286596840436604
PA14_08270igr	2.9551212387496	1.59085119967702	8.56395941430281	0.00342882897317973	0.286596840436604
PA14_06320	-1.22610650912769	5.53773036746277	8.54799634138745	0.0034590275319287	0.286596840436604
PA14_55740	1.0766836562391	4.3414354547608	8.53176713906481	0.00349000679435645	0.286596840436604
PA14_68110	-1.34982639607607	4.67319855554643	8.49476884959712	0.00356169022909648	0.286596840436604
PA14_55590	1.49929258443118	2.59123343629669	8.49059907338133	0.00356986240191358	0.286596840436604
PA14_47810	1.46084911505124	3.9751399189339	8.48262571925551	0.00358554217725075	0.286596840436604
PA14_10350	1.50613301641488	3.72669774731113	8.47668793270582	0.00359726444478458	0.286596840436604
PA14_45660igr	-1.64679587782732	4.24827223792511	8.4649062649734	0.00362063910360536	0.286596840436604
PA14_50830	1.09763593762711	5.11792340451974	8.46130365919578	0.00362781741222307	0.286596840436604
PA14_16140igr	4.84345193940235	-0.605872743747326	8.45761381159062	0.00363518455627373	0.286596840436604
PA14_03855igr	-1.67662516312159	5.48615629591121	8.41603598750424	0.00371925804320747	0.289895656611381
PA14_35900	1.60367406263519	3.53103578689619	8.40925094109561	0.00373316443932162	0.289895656611381
PA14_45770	-1.23867859623749	5.1857047227465	8.38168483577105	0.00379020906556931	0.292128949471641
PA14_03265	1.11285570119052	4.18964384742419	8.34033751579436	0.00387743937969447	0.296638473433218
PA14_32300igr	1.85542391952393	0.947255149609559	8.30396283783768	0.00395586666494631	0.300413168496805
PA14_09550igr	2.88464175366878	0.122260087830424	8.21328347901015	0.00415848339001051	0.312353315003115
PA14_22880igr	-3.23366923057045	-0.0445611477634381	8.20670715647139	0.00417358224926702	0.312353315003115
PA14_36370	1.56090947303574	3.57295230693298	8.18531112386075	0.00422309351137264	0.312818973566294
PA14_08930	-1.22089904798311	4.88538502121845	8.17790045924493	0.00424038112890019	0.312818973566294
PA14_52080	-2.33242918877894	4.47973390510566	8.11181035497748	0.00439777848728754	0.322129476714225
PA14_07620igr	2.04170647307356	0.489622706652519	8.08778993029273	0.00445644735636062	0.323057211496981
PA14_44950	-1.05131105454275	5.24320672843663	8.08106964115482	0.0044730036061259	0.323057211496981
PA14_14290	-2.38312290250614	8.924261182392	8.04286308680767	0.0045683276025551	0.326644944660498
PA14_26730igr	2.16705718374228	0.462294033480169	8.02623707882731	0.00461045246604133	0.326644944660498
PA14_21010	1.89316812263745	3.74379782628167	8.0170090295333	0.00463400382824248	0.326644944660498
PA14_64100igr	-1.73568135513515	1.38645104162691	8.01108501452687	0.00464918734170151	0.326644944660498
PA14_67930igr	2.87172619583191	0.67983086316015	7.97848076000721	0.00473366506389804	0.327449973277159
PA14_02180	1.46686948837388	4.29932941405142	7.97600445941705	0.00474014470333091	0.327449973277159
PA14_30910igr	2.19909018902063	1.4125322019608	7.97005070914918	0.00475576064984255	0.327449973277159
PA14_43170	-1.15560787716155	5.59507940762824	7.93523096120986	0.00484814387359159	0.33049027831577
PA14_59280	1.99483443122377	2.61496121985732	7.92935405098579	0.0048639157924087	0.33049027831577
PA14_39730igr	2.77779961079533	-0.175506076639086	7.90808761972152	0.00492142686211371	0.331234086420884
PA14_21250igr	-1.07177871624268	4.62015774243103	7.89723856378825	0.00495103250434676	0.331234086420884
PA14_06080igr	2.9063011493349	-0.333150152175929	7.85096121511796	0.0050793694287265	0.331234086420884
PA14_57760igr	2.64674930964668	-0.354450055987794	7.84542186277682	0.0050949567433286	0.331234086420884
PA14_21540	-1.44276293510715	6.56680187117153	7.83849756362931	0.0051145097681717	0.331234086420884
PA14_00620igr	1.80141013498127	3.01562851906875	7.81228217164697	0.00518923300335201	0.331234086420884
PA14_37745	1.54767449430005	4.51333683565022	7.80772477451546	0.00520233630514115	0.331234086420884
PA14_15570	-1.30376917229919	5.48234307194647	7.80762822600384	0.00520261426324052	0.331234086420884
PA14_18090igr	-2.75573924283073	1.06052906917269	7.80637604410571	0.00520622060078751	0.331234086420884
PA14_73190igr	3.03526800518984	0.00773377355925252	7.79147438361904	0.00524933412964634	0.331234086420884
PA14_27390	1.55964723140279	2.81552219647356	7.78446804489349	0.0052697304983944	0.331234086420884
PA14_27020igr	-1.40400362288969	4.84211752500872	7.78049576556008	0.00528133018902655	0.331234086420884
PA14_00860	2.09914064284019	2.31029139454332	7.76879556769807	0.00531564810629733	0.331234086420884
PA14_04630igr	-1.27175940268684	4.86323634783132	7.75495149991486	0.00535654800315437	0.331234086420884
PA14_00910	1.26425005367578	5.01200771035573	7.74677595022884	0.00538085177614846	0.331234086420884
PA14_42600	1.99249431558012	2.65134546701523	7.74437649288368	0.00538800605332189	0.331234086420884
PA14_13490	1.35898895753281	3.80935529377996	7.70369564056586	0.00551078803641673	0.336777626272852
PA14_49270	1.41132431530907	5.08908706306745	7.67626176456731	0.00559519562114088	0.338032972887277
PA14_63940igr	3.20020534644453	-0.145271711603181	7.66202315341005	0.00563952303259684	0.338032972887277
PA14_58350igr	1.72101484157279	1.12027555647637	7.65938000468065	0.00564779097085296	0.338032972887277
PA14_44190igr	2.21098544714645	0.357408057969763	7.65476754074712	0.00566224867442863	0.338032972887277
PA14_09380	2.24759706593172	3.30599309366195	7.58215599317097	0.00589488927255246	0.346782091363208
PA14_01430igr	3.08237871246258	-0.622605535707137	7.5610419286859	0.0059643499379035	0.346782091363208
PA14_38140igr	-1.3180585200662	5.92017024676357	7.55754361431048	0.0059759390141884	0.346782091363208
PA14_32880	1.14269651998557	3.58895481872199	7.55183391923108	0.0059949032377027	0.346782091363208
PA14_48600	1.43305453662031	3.41354556766743	7.54637239098204	0.00601310065801387	0.346782091363208
PA14_45740	-1.19967362887591	5.27605242041821	7.53974494766207	0.00603525853916907	0.346782091363208
PA14_44230	1.74830332159968	2.97169711224278	7.52423866915982	0.00608742758820415	0.346782091363208
PA14_16630	1.37114383834744	4.95804191737909	7.51517235634092	0.00611814308432877	0.346782091363208
PA14_10370igr	1.90346529340418	3.60913475890149	7.50346650751723	0.00615803505668534	0.346782091363208
PA14_08970igr	-2.11496980832795	0.727124724851706	7.49038213209685	0.00620293916634118	0.346782091363208
PA14_06350igr	3.66863486606361	-0.153634810884338	7.48552114480752	0.00621970654369634	0.346782091363208
PA14_12860igr	-1.79000960468215	0.457776978189919	7.48407569470853	0.00622470136322854	0.346782091363208
PA14_45660	-1.45583503544577	7.09092743652345	7.45459214798211	0.00632748140697767	0.346782091363208
PA14_11430	-1.18377117027581	5.23323599166019	7.45178183767359	0.0063373681760197	0.346782091363208
PA14_28650igr	-2.2346453180915	1.96228055366739	7.44256795009591	0.00636989369426049	0.346782091363208
PA14_62480igr	-1.30612052004645	3.94442664357397	7.44200304806971	0.00637189336399985	0.346782091363208
PA14_50180	-1.39263530594516	6.37962887374347	7.43773104935554	0.00638703637013552	0.346782091363208
PA14_10370	1.319863568597	4.27218040814685	7.43037840483657	0.00641318546188736	0.346782091363208
PA14_54610igr	2.84727722927052	0.518514311878852	7.41480366697637	0.00646893731840513	0.347974919919209
PA14_55280	1.87115812499017	2.68449737571532	7.4024011756344	0.00651368743801071	0.348169548961041
PA14_59240	1.39535606625481	4.21930019090824	7.3951552593283	0.00653997797235108	0.348169548961041
PA14_08140igr	3.62413501468738	1.76589411588381	7.37829835209198	0.00660156032875333	0.349645718335202
PA14_10610igr	4.4575686016607	-0.714502466858316	7.36144484580631	0.00666372230216029	0.349663821163198
PA14_40030	1.43421666663642	4.06715559384785	7.34521367383278	0.00672415393935705	0.349663821163198
PA14_24970	0.999995360611352	4.26519189637974	7.34461006044361	0.00672641206598051	0.349663821163198
PA14_08270	1.64212823353643	5.35545163414586	7.33328653808643	0.00676891736633613	0.349663821163198
PA14_60750	2.15620076733636	6.3401998924318	7.31489716253621	0.00683853124825901	0.349663821163198
PA14_54110	1.99079544889838	1.55543635507643	7.30516867605216	0.00687565422292389	0.349663821163198
PA14_19670igr	2.65774158385806	0.723976186833141	7.29786731904579	0.00690365066888418	0.349663821163198
PA14_38460	-1.16141782901293	4.96670648758234	7.29747408451302	0.00690516179435749	0.349663821163198
PA14_19640igr	1.89839482403739	0.392234773492378	7.29709852904879	0.00690660529795628	0.349663821163198
PA14_54690igr	-1.69400472754069	1.61044568274166	7.2809951044768	0.00696879208159062	0.351091144481307
PA14_34640igr	-1.70023537634748	3.02532660219734	7.25918928813027	0.00705391271754952	0.351252076134727
PA14_08960	-1.04937348834625	4.55513918479968	7.25915857086182	0.00705403337092251	0.351252076134727
PA14_58720	1.8282775192427	5.37439618773084	7.25407869754698	0.00707401547598985	0.351252076134727
PA14_08920	-1.08578850581408	5.65967699399585	7.22657353623435	0.0071832180617657	0.354967828430221
PA14_00190igr	-1.42929566448173	4.25262770451752	7.20559519768327	0.00726766427921886	0.357430650837011
PA14_45930	-1.07079710671374	5.54947596048515	7.18694983663873	0.0073435706873439	0.359452123501838
PA14_59540	1.21992261441864	4.84322556304656	7.16440193463307	0.00743644800237412	0.35961939279408
PA14_20960	1.77859986424037	2.72432631412624	7.15724631782352	0.00746617306276977	0.35961939279408
PA14_50700	-1.1693059922777	4.20996595914007	7.15214762149553	0.00748742757001366	0.35961939279408
PA14_70670	1.63067956689723	3.06807166416663	7.14705165356852	0.00750873250495714	0.35961939279408
PA14_50070igr	5.14018539618662	-0.432372603316891	7.13703399578157	0.00755079458506884	0.35961939279408
PA14_36790igr	3.03518606613709	0.0585320341580422	7.13581930363481	0.00755591117413034	0.35961939279408
PA14_36860igr	2.82477383740058	0.974910306771842	7.12285470295068	0.00761074263248839	0.35961939279408
PA14_38430	-1.11404039124408	4.97047413271654	7.11748597696789	0.00763356764071079	0.35961939279408
PA14_48520igr	1.50240446144387	4.5707438820167	7.11080837218515	0.00766205500008652	0.35961939279408
PA14_51390	1.66962155210815	4.00414857097232	7.1020292122961	0.00769967327356708	0.35961939279408
PA14_15570igr	-1.34447124882222	3.62356737512848	7.0949821201709	0.00773000631296338	0.35961939279408
PA14_18050igr	2.02971917212832	0.634775887779158	7.04818626970584	0.00793455531160053	0.361440829094493
PA14_10620igr	1.62596853628947	0.594075054732354	7.04551548775959	0.00794639517725937	0.361440829094493
PA14_39320	0.984130290578441	3.86782827347762	7.04199007108867	0.00796205140250572	0.361440829094493
PA14_59060	1.48534267601357	2.25459974223747	7.03486824283649	0.00799377544526692	0.361440829094493
PA14_55940	2.52122618366172	12.0251164186716	7.03204182284059	0.00800640148346829	0.361440829094493
PA14_34720igr	-2.43217600320999	0.0769049214724897	7.02192365529887	0.00805176828880258	0.361440829094493
PA14_46800	1.74189909620324	3.03944144097474	7.01724196834718	0.0080728484476267	0.361440829094493
PA14_63720	1.90090528149987	1.74032776038062	7.01661520746936	0.00807567483534459	0.361440829094493
PA14_49090	1.59224145359349	2.93376823174053	7.01474293880575	0.00808412388853873	0.361440829094493
PA14_09940	1.98130584295988	2.37115391584407	7.00121601056019	0.00814543660366494	0.362612367425222
PA14_28090igr	2.03433722375463	1.12054308809354	6.9755895306741	0.00826289976367926	0.36626278437459
PA14_50110igr	-2.6266458966285	0.566665915257941	6.96668186353095	0.00830413418260503	0.366517512127969
PA14_29020	1.16760292758931	4.07217479442786	6.92745504723135	0.00848823893034337	0.36935139449022
PA14_03670igr	4.32763747347883	-0.914207499988212	6.90892328353124	0.00857666229036584	0.36935139449022
PA14_34140	1.27124924911997	4.31397630040454	6.90640229868099	0.00858876366928179	0.36935139449022
PA14_30260igr	1.79222172194537	0.695611215407852	6.90371131745531	0.00860170035761883	0.36935139449022
PA14_36290igr	-1.58176822214943	3.59712586856896	6.89520724950011	0.0086427142658068	0.36935139449022
PA14_72350igr	1.71100192832157	6.3758455567412	6.88751794820418	0.00867997096547061	0.36935139449022
PA14_00960	1.23022649924607	3.44174067282563	6.87338445677554	0.00874888081389429	0.36935139449022
PA14_25440igr	4.3389707053124	-0.791471702067156	6.8391911619501	0.00891792089231372	0.36935139449022
PA14_28110	1.7765314025697	2.39650709840001	6.83119608702331	0.00895792588069356	0.36935139449022
PA14_73020igr	2.05044257586206	0.847089965623283	6.82821160165729	0.00897290641460385	0.36935139449022
PA14_06510	-1.12551009187964	4.949550941008	6.81562856321058	0.00903634918279337	0.36935139449022
PA14_19270igr	1.74313142429854	1.22569488729465	6.80064481694112	0.00911249562633352	0.36935139449022
PA14_09370	1.92727915932364	2.6307127073592	6.80023617436529	0.00911458150127444	0.36935139449022
PA14_60820	1.57425197479051	3.54945307518016	6.7938517938478	0.00914723349408258	0.36935139449022
PA14_36330	1.34208348056048	3.35762952949816	6.79367191679542	0.0091481551822796	0.36935139449022
PA14_28150igr	2.65067766099247	0.371011565308446	6.78930742475092	0.00917054796793179	0.36935139449022
PA14_73010	1.52115813702193	3.55973861097724	6.78835681708962	0.00917543266552914	0.36935139449022
PA14_23890	-1.05385359107628	5.01766727053867	6.78406090139764	0.00919754047880399	0.36935139449022
PA14_24360	1.1906419259995	4.62128848258237	6.78276930647307	0.00920419799658069	0.36935139449022
PA14_56990	1.01494047406332	3.77931574352868	6.77791931729698	0.00922924132481927	0.36935139449022
PA14_06000	1.04564385127346	5.11106687492743	6.77321327353876	0.0092536080876819	0.36935139449022
PA14_43830	1.4329692367077	3.23650246434381	6.76865411669701	0.00927727714032457	0.36935139449022
PA14_16620igr	1.57891794442234	1.71518216335149	6.75318968278808	0.0093580242655085	0.36935139449022
PA14_27330	-1.12056477651279	5.86454463430663	6.74136053566577	0.00942027550146316	0.36935139449022
PA14_32930igr	1.96090679798527	0.287400605158877	6.73155220010174	0.00947221375115544	0.36935139449022
PA14_51410	1.49973742438698	4.01962927790843	6.71766666473613	0.00954624412914042	0.36935139449022
PA14_26610igr	-0.949835682003833	4.18265682778311	6.71678820084207	0.00955094752525856	0.36935139449022
PA14_42030igr	4.12975429439041	-0.806749189064434	6.71513604825277	0.00955979977123726	0.36935139449022
PA14_21030igr	1.35258712273913	4.44901039672951	6.70940765722346	0.00959055768268558	0.36935139449022
PA14_72300igr	4.4049586582423	-0.49988824096507	6.70900509106528	0.00959272302269876	0.36935139449022
PA14_40020	1.35895726629796	5.45401754455581	6.69790295978612	0.00965263743743931	0.36935139449022
PA14_30940	2.34660756371021	2.86284717542063	6.69310438397008	0.00967865225553964	0.36935139449022
PA14_23750	-1.21712704924593	6.25130105966693	6.66699960789816	0.00982143951865209	0.36935139449022
PA14_17460	-0.9358412200434	5.29638477518387	6.66463000607952	0.00983450711043589	0.36935139449022
PA14_52880igr	4.70949488031756	-0.580857548282114	6.65840286971662	0.00986893276565382	0.36935139449022
PA14_51430igr	1.69473179499349	6.47666168974366	6.64837780157584	0.009924614296312	0.36935139449022
PA14_64550igr	-2.18750547896279	0.468389827322998	6.64057455309526	0.00996817810434011	0.36935139449022
PA14_00940	1.13539208943231	4.08275643332641	6.64049967880542	0.00996859705884509	0.36935139449022
PA14_39700	2.74949301532027	3.29602050891552	6.63953406474203	0.00997400171063914	0.36935139449022
PA14_63710	1.90587432840697	2.55957836276215	6.63692474871233	0.00998862137699199	0.36935139449022
PA14_04640igr	1.98325340946466	0.399799176149274	6.63478436673741	0.0100006300616661	0.36935139449022
PA14_00620	1.62300010353496	3.52771139442331	6.63024864206184	0.0100261268247533	0.36935139449022
PA14_09240	1.86826109130561	3.60332486527464	6.62878169468238	0.0100343872575597	0.36935139449022
PA14_25970igr	4.20044444498983	-0.781932161354688	6.62753621561965	0.0100414060697129	0.36935139449022
PA14_39640	1.50783301489812	4.27890916228003	6.6216365125218	0.0100747218817637	0.36935139449022
PA14_02910	1.94264205605346	2.96254525602521	6.62053029257989	0.0100809813441555	0.36935139449022
PA14_21720igr	2.70733608167901	0.405531759310334	6.61989310969797	0.0100845886048031	0.36935139449022
